inningNumber,overNumber,ballNumber,ballDateTime,battingPlayer,nonStrikeBattingPlayer,bowlerPlayer,runs,runsScored,runsConceded,extras,battingFeetId,battingConnectionId,battingShotTypeId,bowlingFromId,bowlingTypeId,bowlingHandId,bowlingDetailId,fieldingPosition,lengthTypeId,lineTypeId,referralOutcomeId,outcomeId,appealDismissalTypeId
1,0,1,2025-06-20,Yashasvi Jaiswal,KL Rahul,Chris Woakes,0,0.0,0.0,0,FrontFoot,,ForwardDefensive,Over,Fast,Right,NoMovement,Bowler,LengthBall,LegStump,NotReferred,Null,NotOut
1,0,2,2025-06-20,Yashasvi Jaiswal,KL Rahul,Chris Woakes,0,0.0,0.0,0,FrontFoot,Left,ShouldersArms,Over,Fast,Right,AwaySwinger,Wicketkeeper,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,0,3,2025-06-20,Yashasvi Jaiswal,KL Rahul,Chris Woakes,0,0.0,0.0,0,FrontFoot,Left,ShouldersArms,Over,Fast,Right,AwaySwinger,Wicketkeeper,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,0,4,2025-06-20,Yashasvi Jaiswal,KL Rahul,Chris Woakes,0,0.0,0.0,0,FrontFoot,Left,ShouldersArms,Over,Fast,Right,AwaySwinger,Wicketkeeper,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,0,5,2025-06-20,Yashasvi Jaiswal,KL Rahul,Chris Woakes,0,0.0,0.0,0,BackFoot,Missed,BackwardDefensive,Over,Fast,Right,AwaySwinger,Wicketkeeper,BackOfALength,MiddleStump,NotReferred,Null,NotOut
1,0,6,2025-06-20,Yashasvi Jaiswal,KL Rahul,Chris Woakes,4,4.0,4.0,0,FrontFoot,ThickEdge,ForwardDefensive,Over,Fast,Right,AwaySwinger,Third Man,LengthBall,OffStump,NotReferred,Null,NotOut
1,1,1,2025-06-20,KL Rahul,Yashasvi Jaiswal,Brydon Carse,0,0.0,0.0,0,FrontFoot,,ForwardDefensive,Over,Fast,Right,AwaySwinger,Silly Mid Off,LengthBall,OffStump,NotReferred,Null,NotOut
1,1,2,2025-06-20,KL Rahul,Yashasvi Jaiswal,Brydon Carse,0,0.0,0.0,0,BackFoot,,BackwardDefensive,Over,Fast,Right,AwaySwinger,Gully,LengthBall,OffStump,NotReferred,Null,NotOut
1,1,3,2025-06-20,KL Rahul,Yashasvi Jaiswal,Brydon Carse,0,0.0,0.0,0,BackFoot,,Worked,Over,Fast,Right,AwaySwinger,Backward Square Leg,BackOfALength,MiddleStump,NotReferred,Null,NotOut
1,1,4,2025-06-20,KL Rahul,Yashasvi Jaiswal,Brydon Carse,0,0.0,0.0,0,FrontFoot,Left,Leave,Over,Fast,Right,AwaySwinger,Wicketkeeper,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,1,5,2025-06-20,KL Rahul,Yashasvi Jaiswal,Brydon Carse,0,0.0,0.0,0,BackFoot,Left,ShouldersArms,Over,Fast,Right,AwaySwinger,Wicketkeeper,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,1,6,2025-06-20,KL Rahul,Yashasvi Jaiswal,Brydon Carse,0,0.0,0.0,0,BackFoot,Left,ShouldersArms,Over,Fast,Right,AwaySwinger,Wicketkeeper,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,2,1,2025-06-20,Yashasvi Jaiswal,KL Rahul,Chris Woakes,0,0.0,0.0,0,FrontFoot,Left,ShouldersArms,Over,Fast,Right,AwaySwinger,Wicketkeeper,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,2,2,2025-06-20,Yashasvi Jaiswal,KL Rahul,Chris Woakes,0,0.0,0.0,0,DownTheTrack,HitPad,Worked,Over,Fast,Right,SeamIn,Backward Point,BackOfALength,DownLeg,NotReferred,Null,NotOut
1,2,3,2025-06-20,Yashasvi Jaiswal,KL Rahul,Chris Woakes,0,0.0,0.0,0,FrontFoot,Left,ShouldersArms,Over,Fast,Right,AwaySwinger,Wicketkeeper,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,2,4,2025-06-20,Yashasvi Jaiswal,KL Rahul,Chris Woakes,2,2.0,2.0,0,FrontFoot,,Drive,Over,Fast,Right,AwaySwinger,Deep Cover,LengthBall,OffStump,NotReferred,Null,NotOut
1,2,5,2025-06-20,Yashasvi Jaiswal,KL Rahul,Chris Woakes,4,4.0,4.0,0,FrontFoot,WellTimed,Drive,Over,Fast,Right,AwaySwinger,Long Off,LengthBall,OffStump,NotReferred,Null,NotOut
1,2,6,2025-06-20,Yashasvi Jaiswal,KL Rahul,Chris Woakes,0,0.0,0.0,0,FrontFoot,Left,ShouldersArms,Over,Fast,Right,AwaySwinger,Wicketkeeper,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,3,1,2025-06-20,KL Rahul,Yashasvi Jaiswal,Brydon Carse,4,4.0,4.0,0,FrontFoot,ThickEdge,Drive,Over,Fast,Right,AwaySwinger,Third Man,HalfVolley,OutsideOff,NotReferred,Null,NotOut
1,3,2,2025-06-20,KL Rahul,Yashasvi Jaiswal,Brydon Carse,0,0.0,0.0,0,BackFoot,Left,ShouldersArms,Over,Fast,Right,AwaySwinger,Wicketkeeper,BackOfALength,OutsideOff,NotReferred,Null,NotOut
1,3,3,2025-06-20,KL Rahul,Yashasvi Jaiswal,Brydon Carse,0,0.0,0.0,0,BackFoot,Left,ShouldersArms,Over,Fast,Right,AwaySwinger,Wicketkeeper,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,3,4,2025-06-20,KL Rahul,Yashasvi Jaiswal,Brydon Carse,0,0.0,0.0,0,BackFoot,HitPad,Worked,Over,Fast,Right,InSwinger,Gully,BackOfALength,OutsideOff,NotReferred,Null,NotOut
1,3,5,2025-06-20,KL Rahul,Yashasvi Jaiswal,Brydon Carse,0,0.0,0.0,0,FrontFoot,,Worked,Over,Fast,Right,InSwinger,Short Mid Wicket,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,3,6,2025-06-20,KL Rahul,Yashasvi Jaiswal,Brydon Carse,0,0.0,0.0,0,FrontFoot,Left,ShouldersArms,Over,Fast,Right,AwaySwinger,Wicketkeeper,HalfVolley,Wide Outside Off Stump,NotReferred,Null,NotOut
1,4,1,2025-06-20,Yashasvi Jaiswal,KL Rahul,Chris Woakes,0,0.0,0.0,0,FrontFoot,Left,Leave,Over,Fast,Right,AwaySwinger,Wicketkeeper,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,4,2,2025-06-20,Yashasvi Jaiswal,KL Rahul,Chris Woakes,0,0.0,0.0,0,BackFoot,HitPad,Worked,Over,Fast,Right,InSwinger,Square Leg,BackOfALength,DownLeg,NotReferred,Null,NotOut
1,4,3,2025-06-20,Yashasvi Jaiswal,KL Rahul,Chris Woakes,0,0.0,0.0,0,FrontFoot,Left,Leave,Over,Fast,Right,AwaySwinger,Wicketkeeper,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,4,4,2025-06-20,Yashasvi Jaiswal,KL Rahul,Chris Woakes,1,1.0,1.0,0,FrontFoot,,Drive,Over,Fast,Right,NoMovement,Cover,LengthBall,OffStump,NotReferred,Null,NotOut
1,4,5,2025-06-20,KL Rahul,Yashasvi Jaiswal,Chris Woakes,0,0.0,0.0,0,BackFoot,,BackwardDefensive,Over,Fast,Right,AwaySwinger,Gully,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,4,6,2025-06-20,KL Rahul,Yashasvi Jaiswal,Chris Woakes,0,0.0,0.0,0,FrontFoot,Left,Leave,Over,Fast,Right,AwaySwinger,Wicketkeeper,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,5,1,2025-06-20,Yashasvi Jaiswal,KL Rahul,Brydon Carse,0,0.0,0.0,0,BackFoot,,BackwardDefensive,Over,Fast,Right,InSwinger,Bowler,LengthBall,LegStump,NotReferred,Null,NotOut
1,5,2,2025-06-20,Yashasvi Jaiswal,KL Rahul,Brydon Carse,4,4.0,4.0,0,FrontFoot,WellTimed,Drive,Over,Fast,Right,InSwinger,Third Man,HalfVolley,OutsideOff,NotReferred,Null,NotOut
1,5,3,2025-06-20,Yashasvi Jaiswal,KL Rahul,Brydon Carse,0,0.0,0.0,0,BackFoot,Left,Leave,Over,Fast,Right,NoMovement,Wicketkeeper,BackOfALength,OutsideOff,NotReferred,Null,NotOut
1,5,4,2025-06-20,Yashasvi Jaiswal,KL Rahul,Brydon Carse,4,4.0,4.0,0,BackFoot,ThickEdge,BackwardDefensive,Over,Fast,Right,NoMovement,Third Man,BackOfALength,DownLeg,NotReferred,Null,NotOut
1,5,5,2025-06-20,Yashasvi Jaiswal,KL Rahul,Brydon Carse,0,0.0,0.0,0,BackFoot,Missed,BackwardDefensive,Over,Fast,Right,AwaySwinger,Wicketkeeper,BackOfALength,DownLeg,NotReferred,Null,NotOut
1,5,6,2025-06-20,Yashasvi Jaiswal,KL Rahul,Brydon Carse,0,0.0,0.0,0,FrontFoot,HitPad,Worked,Over,Fast,Right,InSwinger,Gully,LengthBall,LegStump,NotReferred,Null,NotOut
1,6,1,2025-06-20,KL Rahul,Yashasvi Jaiswal,Chris Woakes,0,0.0,0.0,0,FrontFoot,Left,ShouldersArms,Over,Fast,Right,AwaySwinger,Wicketkeeper,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,6,2,2025-06-20,KL Rahul,Yashasvi Jaiswal,Chris Woakes,2,2.0,2.0,0,FrontFoot,InsideEdge,Drive,Over,Fast,Right,InSwinger,Deep Square Leg,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,6,3,2025-06-20,KL Rahul,Yashasvi Jaiswal,Chris Woakes,1,1.0,1.0,0,BackFoot,,Worked,Over,Fast,Right,NoMovement,Short Mid Wicket,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,6,4,2025-06-20,Yashasvi Jaiswal,KL Rahul,Chris Woakes,0,0.0,0.0,0,FrontFoot,,ForwardDefensive,Over,Fast,Right,NoMovement,Silly Mid Off,LengthBall,LegStump,NotReferred,Null,NotOut
1,6,5,2025-06-20,Yashasvi Jaiswal,KL Rahul,Chris Woakes,0,0.0,0.0,0,FrontFoot,Left,ShouldersArms,Over,Fast,Right,AwaySwinger,Wicketkeeper,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,6,6,2025-06-20,Yashasvi Jaiswal,KL Rahul,Chris Woakes,0,0.0,0.0,0,FrontFoot,InsideEdge,Flick,Over,Fast,Right,InSwinger,Backward Point,LengthBall,DownLeg,NotReferred,Null,NotOut
1,7,1,2025-06-20,KL Rahul,Yashasvi Jaiswal,Brydon Carse,0,0.0,0.0,0,BackFoot,Missed,BackwardDefensive,Over,Fast,Right,AwaySwinger,Wicketkeeper,BackOfALength,OutsideOff,NotReferred,Null,NotOut
1,7,2,2025-06-20,KL Rahul,Yashasvi Jaiswal,Brydon Carse,0,0.0,0.0,0,FrontFoot,,ForwardDefensive,Over,Fast,Right,InSwinger,Silly Mid Off,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,7,3,2025-06-20,KL Rahul,Yashasvi Jaiswal,Brydon Carse,0,0.0,0.0,0,FrontFoot,Left,ShouldersArms,Over,Fast,Right,AwaySwinger,Wicketkeeper,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,7,4,2025-06-20,KL Rahul,Yashasvi Jaiswal,Brydon Carse,0,0.0,0.0,0,BackFoot,,Steer,Over,Fast,Right,InSwinger,Gully,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,7,5,2025-06-20,KL Rahul,Yashasvi Jaiswal,Brydon Carse,0,0.0,0.0,0,FrontFoot,Left,ShouldersArms,Over,Fast,Right,AwaySwinger,Wicketkeeper,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,7,6,2025-06-20,KL Rahul,Yashasvi Jaiswal,Brydon Carse,0,0.0,0.0,0,BackFoot,Left,Leave,Over,Fast,Right,AwaySwinger,Wicketkeeper,BackOfALength,OutsideOff,NotReferred,Null,NotOut
1,8,1,2025-06-20,Yashasvi Jaiswal,KL Rahul,Chris Woakes,0,0.0,0.0,0,FrontFoot,Left,ShouldersArms,Over,Fast,Right,NoMovement,Wicketkeeper,LengthBall,OffStump,NotReferred,Null,NotOut
1,8,2,2025-06-20,Yashasvi Jaiswal,KL Rahul,Chris Woakes,0,0.0,0.0,0,FrontFoot,Left,Leave,Over,Fast,Right,AwaySwinger,Wicketkeeper,HalfVolley,Wide Outside Off Stump,NotReferred,Null,NotOut
1,8,3,2025-06-20,Yashasvi Jaiswal,KL Rahul,Chris Woakes,0,0.0,0.0,0,FrontFoot,Missed,ForwardDefensive,Over,Fast,Right,AwaySwinger,Wicketkeeper,LengthBall,MiddleStump,NotReferred,Null,NotOut
1,8,4,2025-06-20,Yashasvi Jaiswal,KL Rahul,Chris Woakes,0,0.0,0.0,0,DownTheTrack,MisTimed,Flick,Over,Fast,Right,AwaySwinger,Mid On,LengthBall,DownLeg,NotReferred,Null,NotOut
1,8,5,2025-06-20,Yashasvi Jaiswal,KL Rahul,Chris Woakes,0,0.0,0.0,0,FrontFoot,ThickEdge,ForwardDefensive,Over,Fast,Right,InSwinger,Backward Point,LengthBall,MiddleStump,NotReferred,Null,NotOut
1,8,6,2025-06-20,Yashasvi Jaiswal,KL Rahul,Chris Woakes,0,0.0,0.0,0,FrontFoot,Left,ShouldersArms,Over,Fast,Right,AwaySwinger,Wicketkeeper,LengthBall,OffStump,NotReferred,Null,NotOut
1,9,1,2025-06-20,KL Rahul,Yashasvi Jaiswal,Brydon Carse,0,0.0,0.0,0,BackFoot,Left,Leave,Over,Fast,Right,AwaySwinger,Wicketkeeper,LengthBall,Wide Outside Off Stump,NotReferred,Null,NotOut
1,9,2,2025-06-20,KL Rahul,Yashasvi Jaiswal,Brydon Carse,1,1.0,1.0,0,BackFoot,,Worked,Over,Fast,Right,NoMovement,Deep Backward Square Leg,LengthBall,MiddleStump,NotReferred,Null,NotOut
1,9,3,2025-06-20,Yashasvi Jaiswal,KL Rahul,Brydon Carse,0,0.0,0.0,0,BackFoot,Missed,Cut,Over,Fast,Right,NoMovement,Wicketkeeper,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,9,4,2025-06-20,Yashasvi Jaiswal,KL Rahul,Brydon Carse,0,0.0,0.0,0,FrontFoot,Left,ShouldersArms,Over,Fast,Right,InSwinger,Wicketkeeper,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,9,5,2025-06-20,Yashasvi Jaiswal,KL Rahul,Brydon Carse,0,0.0,0.0,0,FrontFoot,,ForwardDefensive,Over,Fast,Right,AwaySwinger,Silly Mid Off,LengthBall,LegStump,NotReferred,Null,NotOut
1,9,6,2025-06-20,Yashasvi Jaiswal,KL Rahul,Brydon Carse,0,0.0,0.0,0,BackFoot,HitBody,Fended,Over,Fast,Right,InSwinger,Short Leg,BackOfALength,DownLeg,NotReferred,Null,NotOut
1,10,1,2025-06-20,KL Rahul,Yashasvi Jaiswal,Josh Tongue,0,0.0,0.0,0,FrontFoot,,Drive,Over,Fast,Right,InSwinger,Bowler,FullToss,OutsideOff,NotReferred,Null,NotOut
1,10,2,2025-06-20,KL Rahul,Yashasvi Jaiswal,Josh Tongue,0,0.0,0.0,0,FrontFoot,ThickEdge,ForwardDefensive,Over,Fast,Right,NoMovement,Backward Point,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,10,3,2025-06-20,KL Rahul,Yashasvi Jaiswal,Josh Tongue,1,0.0,0.0,1,BackFoot,HitPad,Worked,Over,Fast,Right,NoMovement,Backward Square Leg,BackOfALength,OutsideOff,NotReferred,Null,NotOut
1,10,4,2025-06-20,Yashasvi Jaiswal,KL Rahul,Josh Tongue,0,0.0,0.0,0,BackFoot,Missed,Cut,Over,Fast,Right,NoMovement,Wicketkeeper,LengthBall,OffStump,NotReferred,Null,NotOut
1,10,5,2025-06-20,Yashasvi Jaiswal,KL Rahul,Josh Tongue,4,4.0,4.0,0,FrontFoot,WellTimed,Drive,Over,Fast,Right,NoMovement,Long Off,HalfVolley,OffStump,NotReferred,Null,NotOut
1,10,6,2025-06-20,Yashasvi Jaiswal,KL Rahul,Josh Tongue,0,0.0,0.0,0,BackFoot,,Cut,Over,Fast,Right,NoMovement,Backward Point,BackOfALength,OffStump,NotReferred,Null,NotOut
1,11,1,2025-06-20,KL Rahul,Yashasvi Jaiswal,Chris Woakes,4,4.0,4.0,0,FrontFoot,WellTimed,Drive,Over,Fast,Right,AwaySwinger,Deep Cover,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,11,2,2025-06-20,KL Rahul,Yashasvi Jaiswal,Chris Woakes,0,0.0,0.0,0,BackFoot,Left,ShouldersArms,Over,Fast,Right,AwaySwinger,Wicketkeeper,BackOfALength,OutsideOff,NotReferred,Null,NotOut
1,11,3,2025-06-20,KL Rahul,Yashasvi Jaiswal,Chris Woakes,0,0.0,0.0,0,BackFoot,,BackwardDefensive,Over,Fast,Right,AwaySwinger,Silly Mid Off,BackOfALength,OutsideOff,NotReferred,Null,NotOut
1,11,4,2025-06-20,KL Rahul,Yashasvi Jaiswal,Chris Woakes,0,0.0,0.0,0,BackFoot,Left,ShouldersArms,Over,Fast,Right,AwaySwinger,Wicketkeeper,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,11,5,2025-06-20,KL Rahul,Yashasvi Jaiswal,Chris Woakes,0,0.0,0.0,0,BackFoot,Left,ShouldersArms,Over,Fast,Right,AwaySwinger,Wicketkeeper,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,11,6,2025-06-20,KL Rahul,Yashasvi Jaiswal,Chris Woakes,0,0.0,0.0,0,BackFoot,Left,ShouldersArms,Over,Fast,Right,AwaySwinger,Wicketkeeper,BackOfALength,OutsideOff,NotReferred,Null,NotOut
1,12,1,2025-06-20,Yashasvi Jaiswal,KL Rahul,Josh Tongue,0,0.0,0.0,0,FrontFoot,Left,ShouldersArms,Round,Fast,Right,AwaySwinger,Wicketkeeper,LengthBall,Wide Outside Off Stump,NotReferred,Null,NotOut
1,12,2,2025-06-20,Yashasvi Jaiswal,KL Rahul,Josh Tongue,0,0.0,0.0,0,FrontFoot,HitPad,Worked,Round,Fast,Right,InSwinger,Point,HalfVolley,DownLeg,NotOutReviewLost,NotOut1stUmpire,Lbw
1,12,3,2025-06-20,Yashasvi Jaiswal,KL Rahul,Josh Tongue,0,0.0,0.0,0,FrontFoot,,ForwardDefensive,Round,Fast,Right,InSwinger,Silly Mid Off,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,12,4,2025-06-20,Yashasvi Jaiswal,KL Rahul,Josh Tongue,0,0.0,0.0,0,FrontFoot,,Drive,Round,Fast,Right,InSwinger,Bowler,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,12,5,2025-06-20,Yashasvi Jaiswal,KL Rahul,Josh Tongue,0,0.0,0.0,0,BackFoot,,Steer,Round,Fast,Right,AwaySwinger,Fourth Slip,BackOfALength,OutsideOff,NotReferred,Null,NotOut
1,12,6,2025-06-20,Yashasvi Jaiswal,KL Rahul,Josh Tongue,4,4.0,4.0,0,FrontFoot,WellTimed,Drive,Round,Fast,Right,NoMovement,Long Off,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,13,1,2025-06-20,KL Rahul,Yashasvi Jaiswal,Chris Woakes,0,0.0,0.0,0,FrontFoot,,Worked,Over,Fast,Right,NoMovement,Silly Mid On,LengthBall,OffStump,NotReferred,Null,NotOut
1,13,2,2025-06-20,KL Rahul,Yashasvi Jaiswal,Chris Woakes,4,4.0,4.0,0,FrontFoot,WellTimed,Drive,Over,Fast,Right,AwaySwinger,Deep Cover,HalfVolley,OutsideOff,NotReferred,Null,NotOut
1,13,3,2025-06-20,KL Rahul,Yashasvi Jaiswal,Chris Woakes,0,0.0,0.0,0,FrontFoot,MisTimed,Worked,Over,Fast,Right,NoMovement,Square Leg,HalfVolley,DownLeg,NotReferred,Null,NotOut
1,13,4,2025-06-20,KL Rahul,Yashasvi Jaiswal,Chris Woakes,0,0.0,0.0,0,FrontFoot,,ForwardDefensive,Over,Fast,Right,NoMovement,Bowler,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,13,5,2025-06-20,KL Rahul,Yashasvi Jaiswal,Chris Woakes,0,0.0,0.0,0,FrontFoot,,Worked,Over,Fast,Right,InSwinger,Silly Mid On,HalfVolley,MiddleStump,NotReferred,Null,NotOut
1,13,6,2025-06-20,KL Rahul,Yashasvi Jaiswal,Chris Woakes,0,0.0,0.0,0,FrontFoot,PlayAndMissLegSide,Glance,Over,Fast,Right,InSwinger,Wicketkeeper,LengthBall,DownLeg,NotReferred,Null,NotOut
1,14,1,2025-06-20,Yashasvi Jaiswal,KL Rahul,Josh Tongue,1,1.0,1.0,0,FrontFoot,,Pushed,Round,Fast,Right,NoMovement,Short Extra Cover,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,14,2,2025-06-20,KL Rahul,Yashasvi Jaiswal,Josh Tongue,4,4.0,4.0,0,FrontFoot,WellTimed,Drive,Over,Fast,Right,NoMovement,Long Off,HalfVolley,OutsideOff,NotReferred,Null,NotOut
1,14,3,2025-06-20,KL Rahul,Yashasvi Jaiswal,Josh Tongue,0,0.0,0.0,0,FrontFoot,,Worked,Over,Fast,Right,NoMovement,Short Mid Wicket,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,14,4,2025-06-20,KL Rahul,Yashasvi Jaiswal,Josh Tongue,0,0.0,0.0,0,FrontFoot,,ForwardDefensive,Over,Fast,Right,NoMovement,Bowler,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,14,5,2025-06-20,KL Rahul,Yashasvi Jaiswal,Josh Tongue,0,0.0,0.0,0,BackFoot,Left,ShouldersArms,Over,Fast,Right,NoMovement,Wicketkeeper,LengthBall,Wide Outside Off Stump,NotReferred,Null,NotOut
1,14,6,2025-06-20,KL Rahul,Yashasvi Jaiswal,Josh Tongue,3,3.0,3.0,0,FrontFoot,,Pushed,Over,Fast,Right,NoMovement,Long Off,HalfVolley,OutsideOff,NotReferred,Null,NotOut
1,15,1,2025-06-20,KL Rahul,Yashasvi Jaiswal,Ben Stokes,0,0.0,0.0,0,FrontFoot,Missed,ShouldersArms,Over,Fast,Right,AwaySwinger,Wicketkeeper,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,15,2,2025-06-20,KL Rahul,Yashasvi Jaiswal,Ben Stokes,0,0.0,0.0,0,BackFoot,PlayAndMissLegSide,Pull,Over,Fast,Right,NoMovement,Wicketkeeper,BackOfALength,MiddleStump,NotReferred,Null,NotOut
1,15,3,2025-06-20,KL Rahul,Yashasvi Jaiswal,Ben Stokes,0,0.0,0.0,0,FrontFoot,Left,ShouldersArms,Over,Fast,Right,AwaySwinger,Wicketkeeper,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,15,4,2025-06-20,KL Rahul,Yashasvi Jaiswal,Ben Stokes,0,0.0,0.0,0,FrontFoot,Missed,Drive,Over,Fast,Right,AwaySwinger,Wicketkeeper,HalfVolley,OutsideOff,NotReferred,Null,NotOut
1,15,5,2025-06-20,KL Rahul,Yashasvi Jaiswal,Ben Stokes,0,0.0,0.0,0,FrontFoot,Left,Leave,Over,Fast,Right,AwaySwinger,Wicketkeeper,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,15,6,2025-06-20,KL Rahul,Yashasvi Jaiswal,Ben Stokes,0,0.0,0.0,0,FrontFoot,Left,Leave,Over,Fast,Right,AwaySwinger,Wicketkeeper,LengthBall,Wide Outside Off Stump,NotReferred,Null,NotOut
1,16,1,2025-06-20,Yashasvi Jaiswal,KL Rahul,Josh Tongue,1,1.0,1.0,0,BackFoot,MisTimed,Fended,Round,Fast,Right,InSwinger,Backward Square Leg,BackOfALength,OutsideOff,NotReferred,Null,NotOut
1,16,2,2025-06-20,KL Rahul,Yashasvi Jaiswal,Josh Tongue,1,1.0,1.0,0,BackFoot,,Glance,Over,Fast,Right,InSwinger,Fine Leg,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,16,3,2025-06-20,Yashasvi Jaiswal,KL Rahul,Josh Tongue,0,0.0,0.0,0,BackFoot,Missed,Cut,Round,Fast,Right,NoMovement,Wicketkeeper,BackOfALength,Wide Outside Off Stump,NotReferred,Null,NotOut
1,16,4,2025-06-20,Yashasvi Jaiswal,KL Rahul,Josh Tongue,0,0.0,0.0,0,BackFoot,Missed,UpperCut,Round,Fast,Right,NoMovement,Wicketkeeper,Short,OutsideOff,NotReferred,Null,NotOut
1,16,5,2025-06-20,Yashasvi Jaiswal,KL Rahul,Josh Tongue,0,0.0,0.0,0,FrontFoot,,Pushed,Round,Fast,Right,NoMovement,Backward Point,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,16,6,2025-06-20,Yashasvi Jaiswal,KL Rahul,Josh Tongue,0,0.0,0.0,0,BackFoot,PlayAndMissLegSide,Glance,Round,Fast,Right,NoMovement,Wicketkeeper,BackOfALength,MiddleStump,NotReferred,Null,NotOut
1,17,1,2025-06-20,KL Rahul,Yashasvi Jaiswal,Ben Stokes,0,0.0,0.0,0,FrontFoot,Left,Leave,Over,Fast,Right,AwaySwinger,Wicketkeeper,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,17,2,2025-06-20,KL Rahul,Yashasvi Jaiswal,Ben Stokes,0,0.0,0.0,0,FrontFoot,Left,ShouldersArms,Over,Fast,Right,AwaySwinger,Wicketkeeper,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,17,3,2025-06-20,KL Rahul,Yashasvi Jaiswal,Ben Stokes,0,0.0,0.0,0,FrontFoot,Left,ShouldersArms,Over,Fast,Right,AwaySwinger,Wicketkeeper,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,17,4,2025-06-20,KL Rahul,Yashasvi Jaiswal,Ben Stokes,0,0.0,0.0,0,BackFoot,Left,Leave,Over,Fast,Right,AwaySwinger,Wicketkeeper,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,17,4,2025-06-20,KL Rahul,Yashasvi Jaiswal,Ben Stokes,1,0.0,1.0,1,FrontFoot,,Pushed,Over,Fast,Right,AwaySwinger,Backward Point,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,17,5,2025-06-20,KL Rahul,Yashasvi Jaiswal,Ben Stokes,0,0.0,0.0,0,FrontFoot,,Worked,Over,Fast,Right,InSwinger,Silly Mid On,LengthBall,MiddleStump,NotReferred,Null,NotOut
1,17,6,2025-06-20,KL Rahul,Yashasvi Jaiswal,Ben Stokes,0,0.0,0.0,0,FrontFoot,Left,ShouldersArms,Over,Fast,Right,AwaySwinger,Wicketkeeper,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,18,1,2025-06-20,Yashasvi Jaiswal,KL Rahul,Josh Tongue,0,0.0,0.0,0,FrontFoot,HitPad,Worked,Round,Fast,Right,InSwinger,Fourth Slip,LengthBall,OutsideOff,NotReferred,NotOut1stUmpire,Caught
1,18,2,2025-06-20,Yashasvi Jaiswal,KL Rahul,Josh Tongue,0,0.0,0.0,0,BackFoot,Left,ShouldersArms,Round,Fast,Right,NoMovement,Wicketkeeper,Short,MiddleStump,NotReferred,Null,NotOut
1,18,3,2025-06-20,Yashasvi Jaiswal,KL Rahul,Josh Tongue,1,1.0,1.0,0,FrontFoot,InsideEdge,Worked,Round,Fast,Right,NoMovement,Deep Backward Square Leg,LengthBall,OutsideOff,NotReferred,Null,NotOut
1,18,4,2025-06-20,KL Rahul,Yashasvi Jaiswal,Josh Tongue,1,1.0,1.0,0,BackFoot,,Pull,Over,Fast,Right,NoMovement,Deep Mid Wicket,Short,Wide Outside Off Stump,NotReferred,Null,NotOut
